TIPOENTIDAD,CODIGOENTIDAD,NOMBREENTIDAD,FECHACORTE,COD_UCA,NOMBRE_UCA,SUBCUENTA,DESCRIPCION,PERSONA_NATURAL,PERSONA_JURIDICA,TOTAL_TARJETAS
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,5,Número total de tarjetas de crédito vigentes  a la fecha de corte,278843,2465,281308
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,5,Número total de tarjetas de crédito vigentes  a la fecha de corte,275957,2443,278400
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,10,Número total de tarjetas de crédito vigentes durante el mes,4135,19,4154
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,10,Número total de tarjetas de crédito vigentes durante el mes,5825,14,5839
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,10,Número total de tarjetas de crédito vigentes durante el mes,5097,17,5114
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,15,Número total de tarjetas de crédito canceladas,6719,51,6770
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,15,Número total de tarjetas de crédito canceladas,8271,60,8331
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,15,Número total de tarjetas de crédito canceladas,6053,53,6106
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,20,Número total de tarjetas de créditos bloqueadas  temporalmente,54739,477,55216
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,20,Número total de tarjetas de créditos bloqueadas  temporalmente,56249,458,56707
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,20,Número total de tarjetas de créditos bloqueadas  temporalmente,54435,469,54904
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,269663,2808,272471
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,338015,3150,341165
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,242214,2391,244605
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,30868,283,31151
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,37265,370,37635
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,25652,232,25884
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,35,Número de transacciones por compras en el exterior con tarjeta de crédito,51405,785,52190
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,35,Número de transacciones por compras en el exterior con tarjeta de crédito,61758,963,62721
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,35,Número de transacciones por compras en el exterior con tarjeta de crédito,50039,823,50862
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,40,Número de  transacciones por avances en el exterior con tarjeta de crédito,54,0,54
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,40,Número de  transacciones por avances en el exterior con tarjeta de crédito,86,0,86
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,40,Número de  transacciones por avances en el exterior con tarjeta de crédito,66,0,66
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,50404936398,812001523,51216937921
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,60378973120,904689524,61283662644
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,44191346196,619185772,44810531968
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,17279987094,319292035,17599279129
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,13769992304,320494925,14090487229
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,20022457677,405913508,20428371185
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,55,Monto de las transacciones por compras en el exterior con tarjeta de crédito,7846705711,247782804,8094488515
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,55,Monto de las transacciones por compras en el exterior con tarjeta de crédito,9759216146,302586958,10061803104
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,55,Monto de las transacciones por compras en el exterior con tarjeta de crédito,8721850128,188639596,8910489724
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,60,Monto de las transacciones por avances en el exterior con tarjeta de crédito,44848036,0,44848036
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,60,Monto de las transacciones por avances en el exterior con tarjeta de crédito,72373291,0,72373291
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,60,Monto de las transacciones por avances en el exterior con tarjeta de crédito,40730998,0,40730998
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,65,Monto de los intereses corrientes por compras y avances con tarjeta de crédito,12854299889,230109815,13084409704
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,65,Monto de los intereses corrientes por compras y avances con tarjeta de crédito,11085206459,197348468,11282554927
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,65,Monto de los intereses corrientes por compras y avances con tarjeta de crédito,12414895196,234530214,12649425410
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,70,Monto de los intereses de mora por compras y avances  con tarjeta de crédito,177447091,12292403,189739494
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,70,Monto de los intereses de mora por compras y avances  con tarjeta de crédito,152870776,11589386,164460162
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,70,Monto de los intereses de mora por compras y avances  con tarjeta de crédito,183955830,12380599,196336429
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,3326885210,39631254,3366516464
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,7635328802,216887605,7852216406
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,4262020302,39522001,4301542303
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,151018508,2056344,153074852
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,185166835,1918594,187085429
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,340969175,7921434,348890609
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,85,Saldo de la cartera por tarjeta de crédito,7,61617E+11,8588053554,7,70205E+11
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,85,Saldo de la cartera por tarjeta de crédito,7,50731E+11,8481036651,7,59212E+11
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,85,Saldo de la cartera por tarjeta de crédito,7,59344E+11,10154761766,7,69499E+11
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,1,23069E+12,12601195862,1,24329E+12
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,7,05497E+11,5735362240,7,11233E+11
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,1,24441E+12,11319207574,1,25573E+12
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,1045495952,0,1045495952
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,1872006845,0,1872006845
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,1230798862,0,1230798862
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,1938550293,852837,1939403130
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,1751991829,729553,1752721382
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,2479809707,1336741,2481146448
1,1,BANCO DE BOGOTA S. A.,31/03/2021,2,MASTERCARD,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,2588018310
1,1,BANCO DE BOGOTA S. A.,28/02/2021,2,MASTERCARD,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,1982144282
1,1,BANCO DE BOGOTA S. A.,31/01/2021,2,MASTERCARD,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,1978669162
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,5,Número total de tarjetas débito  vigentes  a la fecha de corte,0,0,2575734
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,5,Número total de tarjetas débito  vigentes  a la fecha de corte,0,0,2564798
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,5,Número total de tarjetas débito  vigentes  a la fecha de corte,0,0,2535332
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,10,Número total de tarjetas débito vigentes durante el mes,0,0,85486
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,10,Número total de tarjetas débito vigentes durante el mes,0,0,69265
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,10,Número total de tarjetas débito vigentes durante el mes,0,0,77432
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,15,Número total de tarjetas débito canceladas,0,0,20356
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,15,Número total de tarjetas débito canceladas,0,0,17888
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,15,Número total de tarjetas débito canceladas,0,0,21807
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,20,Número total de tarjetas débito bloqueadas temporalmente,0,0,44129
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,20,Número total de tarjetas débito bloqueadas temporalmente,0,0,42081
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,20,Número total de tarjetas débito bloqueadas temporalmente,0,0,42082
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,25,Número de transacciones por compras con tarjetas débito,0,0,2984830
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,25,Número de transacciones por compras con tarjetas débito,0,0,3313745
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,25,Número de transacciones por compras con tarjetas débito,0,0,2943998
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,30,Número de transacciones por retiros con tarjetas débito,0,0,4455805
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,30,Número de transacciones por retiros con tarjetas débito,0,0,4561567
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,30,Número de transacciones por retiros con tarjetas débito,0,0,4920246
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,35,Monto de transacciones por compras con tarjetas débito,0,0,3,60546E+11
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,35,Monto de transacciones por compras con tarjetas débito,0,0,3,1497E+11
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,35,Monto de transacciones por compras con tarjetas débito,0,0,3,27959E+11
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,40,Monto de transacciones por retiros con tarjetas débito,0,0,1,75602E+12
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,40,Monto de transacciones por retiros con tarjetas débito,0,0,1,63744E+12
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,40,Monto de transacciones por retiros con tarjetas débito,0,0,1,59467E+12
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,45,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,2906047944
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,45,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,3353705238
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,45,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,4070859819
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,55,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,101132959
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,55,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,87489519
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,55,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,125152673
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,65,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,685934833
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,65,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,921724372
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,65,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,767892457
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,75,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,309112561
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,75,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,356208838
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,75,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,496880567
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,80,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,2631600208
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,80,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,3597777793
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,80,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,2908115036
1,1,BANCO DE BOGOTA S. A.,31/03/2021,6,TARJETA DEBITO,85,Ingresos Comisión de Adquirencia por Tarjeta Débito,0,0,6454049472
1,1,BANCO DE BOGOTA S. A.,31/01/2021,6,TARJETA DEBITO,85,Ingresos Comisión de Adquirencia por Tarjeta Débito,0,0,4330504854
1,1,BANCO DE BOGOTA S. A.,28/02/2021,6,TARJETA DEBITO,85,Ingresos Comisión de Adquirencia por Tarjeta Débito,0,0,5261486231
